SALEDATE,SALESTIME,STAFF,INVNO,PLU,PROD,QTY,PRICE,DISCOUNT,TOTAL,MOP,SALESTATUS,COGS,DEPT,TAX1NAME,TAX2NAME,TAX1,TAX2,CH2,PRTFLAG,CLIENT,CITY,STATE,CUSTNO,SUPPLIER,AUTHCODE,PROCESSDAT,ACQREFDAT,RECORDNO,REFNO,COMISSION
9/9/2014,17:46,JAWAD,OP1-4388,CDP,LABOR CD PLAYER,1.00,55.00,0.00,55.00,CASH,SALE,0.00,LABOR,,,55.10,0.00,0.00,FALSE,DAVID HAUSER,,,OP12188,,,,,,,
9/11/2014,17:26,JAWAD,OP1-4389,,PAYMENT ON LAYAWAY #4389,1.00,50.00,0.00,50.00,DEBIT CARD,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
9/12/2014,11:34,JAWAD,OP1-4390,KFCX173,KENWOOD EXCELON 6.5 IN COAX    6.5,1.00,79.99,0.00,79.99,DEBIT CARD,SALE,50.00,SPEAKER,,,6.58,0.00,0.00,FALSE,ANDRE LOVE,,,OP11822,,,,,,,
9/12/2014,11:34,JAWAD,OP1-4390,SP1,LABOR SPEAKER,1.00,35.00,0.00,35.00,DEBIT CARD,SALE,0.00,LABOR,,,6.58,0.00,0.00,FALSE,ANDRE LOVE,,,OP11822,,,,,,,
9/12/2014,16:04,JAWAD,OP1-4391,UNKNOWN ITEM,ADS RENEWAL,1.00,10.00,0.00,10.00,ON ACCOUNT,SALE,0.00,,,,0.00,0.00,0.00,FALSE,AARON WOODWARD,,,OP12161,,,,,,,
9/12/2014,17:02,MOHAMMAD,OP1-4393,,PAYMENT ON LAYAWAY #4393,1.00,378.00,0.00,378.00,DEBIT CARD,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
9/12/2014,17:46,MOHAMMAD,OP1-4394,SQK4ANL,SOUND QUEST 4 G AMP KIT,1.00,59.99,0.00,59.99,CASH,SALE,18.95,INSTALL,,,4.93,0.00,0.00,FALSE,,,,,,,,,,,
9/13/2014,11:32,MOHAMMAD,OP1-4395,UNKNOWN ITEM,ADS RENEWELL,1.00,10.00,0.00,10.00,ON ACCOUNT,SALE,0.00,,,,0.00,0.00,0.00,FALSE,MARIA NOBLES,,,OP12042,,,,,,,
9/13/2014,16:34,JAWAD,OP1-4397,CA5053,CODE REMOTE START KEYLESS,1.00,99.99,0.00,99.99,DISCOVER,SALE,4.00,ALARM,,,15.13,0.00,0.00,FALSE,TERRENCE WHITE,,,OP12192,,,,,,,
9/13/2014,16:34,JAWAD,OP1-4397,RMS,LABOR REMOTE START,1.00,80.00,0.00,80.00,DISCOVER,SALE,0.00,LABOR,,,15.13,0.00,0.00,FALSE,TERRENCE WHITE,,,OP12192,,,,,,,
9/13/2014,16:34,JAWAD,OP1-4397,RELAY,ALARM RELAY,2.00,6.99,0.00,13.98,DISCOVER,SALE,2.98,ALARM,,,15.13,0.00,0.00,FALSE,TERRENCE WHITE,,,OP12192,,,,,,,
9/13/2014,16:34,JAWAD,OP1-4397,FLTB1,FLASHLOGIC TRANSPONDER,1.00,69.99,0.00,69.99,DISCOVER,SALE,21.00,ALARM,,,15.13,0.00,0.00,FALSE,TERRENCE WHITE,,,OP12192,,,,,,,
9/13/2014,16:34,JAWAD,OP1-4397,LCK,LABOR KEYLESS,1.00,10.00,0.00,10.00,DISCOVER,SALE,0.00,LABOR,,,15.13,0.00,0.00,FALSE,TERRENCE WHITE,,,OP12192,,,,,,,
9/15/2014,09:33,JAWAD,OP1-4398,ACR1,AUDIOCONTROL EPIC KNOB,1.00,49.99,0.00,49.99,DEBIT CARD,SALE,20.00,EQX,,,15.63,0.00,0.00,FALSE,ALBERTO MANCHA,,,OP12193,,,,,,,
9/15/2014,09:33,JAWAD,OP1-4398,1202FORD09UP,"FORD DUAL 12"" BOX 09-UP",1.00,139.99,0.00,139.99,DEBIT CARD,SALE,79.99,BOXES,,,15.63,0.00,0.00,FALSE,ALBERTO MANCHA,,,OP12193,,,,,,,
9/15/2014,09:35,JAWAD,OP1-4399,SNI35,RCA CONV,1.00,24.99,0.00,24.99,CASH,SALE,9.98,INSTALL,,,2.06,0.00,0.00,FALSE,,,,,,,,,,,
9/15/2014,11:32,JAWAD,OP1-4400,UNKNOWN ITEM,ADS REMOVAL,1.00,70.00,0.00,70.00,ON ACCOUNT,SALE,0.00,,,,0.00,0.00,0.00,FALSE,PAUL FISHELL,,,OP11770,,,,,,,
9/15/2014,16:09,JAWAD,OP1-4401,MS3,LABOR ONE HOUR,0.50,70.00,0.00,35.00,VISA,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,SHAWN TAYLOR,,,OP11231,,,,,,,
9/15/2014,16:23,MOHAMMAD,OP1-4389,,PAYMENT ON LAYAWAY #4389,1.00,100.00,0.00,100.00,DEBIT CARD,PAYMENT,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
9/15/2014,16:48,MOHAMMAD,OP1-4402,UNKNOWN ITEM,ADS RENEWELL,1.00,10.00,0.00,10.00,ON ACCOUNT,SALE,0.00,,,,0.00,0.00,0.00,FALSE,PETER FULLER,,,OP12075,,,,,,,
9/15/2014,17:37,MOHAMMAD,OP1-4403,AGU,FUSE,2.00,4.00,0.00,8.00,DEBIT CARD,SALE,0.50,INSTALL,,,13.82,0.00,0.00,FALSE,,,,,,,,,,,
9/15/2014,17:37,MOHAMMAD,OP1-4403,KDCX598,KENWOOD EXCELON CD BLUETOOTH,1.00,159.99,0.00,159.99,DEBIT CARD,SALE,108.00,CD,,,13.82,0.00,0.00,FALSE,,,,,,,,,,,
9/16/2014,10:35,JAWAD,OP1-4404,UNKNOWN ITEM,WIRE,1.00,15.00,0.00,15.00,CASH,SALE,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
9/16/2014,12:48,JAWAD,OP1-4406,AGU,FUSE,1.00,2.49,0.00,2.49,DEBIT CARD,SALE,0.25,INSTALL,,,0.20,0.00,0.00,FALSE,,,,,,,,,,,
9/16/2014,13:42,JAWAD,OP1-4407,MS3,LABOR ONE HOUR,0.50,70.00,0.00,35.00,CASH,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
9/16/2014,14:38,JAWAD,OP1-4408,RFFAGU,ROCKFORD AGU FUSE HOLDER,1.00,12.99,0.00,12.99,CASH,SALE,5.30,INSTALL,,,1.27,0.00,0.00,FALSE,,,,,,,,,,,
9/16/2014,14:38,JAWAD,OP1-4408,AGU,FUSE,1.00,2.49,0.00,2.49,CASH,SALE,0.25,INSTALL,,,1.27,0.00,0.00,FALSE,,,,,,,,,,,
9/16/2014,14:38,JAWAD,OP1-4408,UNKNOWN ITEM,REPLACE FUSE,1.00,25.00,0.00,25.00,CASH,SALE,0.00,,,,1.27,0.00,0.00,FALSE,,,,,,,,,,,
9/16/2014,17:50,JAWAD,OP1-4409,RFK1,ROCKFORD  1/0G AMP KIT,1.00,249.99,0.00,249.99,DEBIT CARD,SALE,126.00,INSTALL,,,53.13,0.00,0.00,FALSE,RASHAUN PHELLPS,,,OP12195,,,,,,,
9/16/2014,17:50,JAWAD,OP1-4409,MS3,LABOR ONE HOUR,2.50,70.00,0.00,175.00,DEBIT CARD,SALE,0.00,LABOR,,,53.13,0.00,0.00,FALSE,RASHAUN PHELLPS,,,OP12195,,,,,,,
9/16/2014,17:50,JAWAD,OP1-4409,KHC1400R,KINETIC HIGH OUTPUT BATTERY,1.00,249.99,0.00,249.99,DEBIT CARD,SALE,120.00,CAP,,,53.13,0.00,0.00,FALSE,RASHAUN PHELLPS,,,OP12195,,,,,,,
9/16/2014,17:50,JAWAD,OP1-4409,0GR,0 GUAGE RED,2.00,8.00,0.00,16.00,DEBIT CARD,SALE,0.00,INSTALL,,,53.13,0.00,0.00,FALSE,RASHAUN PHELLPS,,,OP12195,,,,,,,
9/16/2014,17:50,JAWAD,OP1-4409,12GS,WIRE 12GS,8.00,1.50,0.00,12.00,DEBIT CARD,SALE,0.00,INSTALL,,,53.13,0.00,0.00,FALSE,RASHAUN PHELLPS,,,OP12195,,,,,,,
9/16/2014,17:50,JAWAD,OP1-4409,RFTS1,0 GUAGE RING,1.00,7.99,0.00,7.99,DEBIT CARD,SALE,2.70,INSTALL,,,53.13,0.00,0.00,FALSE,RASHAUN PHELLPS,,,OP12195,,,,,,,
9/16/2014,17:50,JAWAD,OP1-4409,10435,DYNAMAT 12SQ FT KIT,1.00,109.99,0.00,109.99,DEBIT CARD,SALE,50.00,INSTALL,,,53.13,0.00,0.00,FALSE,RASHAUN PHELLPS,,,OP12195,,,,,,,
9/17/2014,11:26,JAWAD,OP1-4411,UNKNOWN ITEM,ADS RENEWAL,1.00,10.00,0.00,10.00,ON ACCOUNT,SALE,0.00,,,,0.00,0.00,0.00,FALSE,PINEDA RUIZ,,,OP12117,,,,,,,
9/17/2014,13:30,JAWAD,OP1-4412,UNKNOWN ITEM,ADS RENEWELL,1.00,10.00,0.00,10.00,ON ACCOUNT,SALE,0.00,,,,0.00,0.00,0.00,FALSE,TIMOTHY GRUBE,,,OP12154,,,,,,,
9/17/2014,13:32,JAWAD,OP1-4413,BKGMK262,BEST KITS CADILLAC 96-04 KIT,1.00,29.99,0.00,29.99,DEBIT CARD,SALE,7.49,INSTALL,,,27.30,0.00,0.00,FALSE,TRANA LONG,,,OP12196,,,,,,,
9/17/2014,13:32,JAWAD,OP1-4413,OS2GM32,CADILLAC ONSTAR AMP INTERFACE,1.00,139.99,0.00,139.99,DEBIT CARD,SALE,68.00,INSTALL,,,27.30,0.00,0.00,FALSE,TRANA LONG,,,OP12196,,,,,,,
9/17/2014,13:32,JAWAD,OP1-4413,BAA4B,BEST ANTENNA ADAP GM,1.00,11.99,0.00,11.99,DEBIT CARD,SALE,1.00,INSTALL,,,27.30,0.00,0.00,FALSE,TRANA LONG,,,OP12196,,,,,,,
9/17/2014,13:32,JAWAD,OP1-4413,CDP,LABOR CD PLAYER,1.00,45.00,0.00,45.00,DEBIT CARD,SALE,0.00,LABOR,,,27.30,0.00,0.00,FALSE,TRANA LONG,,,OP12196,,,,,,,
9/17/2014,13:32,JAWAD,OP1-4413,FHX700BT,PIONEER DD CD USB BLUETOOTH,1.00,149.99,0.00,149.99,DEBIT CARD,SALE,114.00,CD,,,27.30,0.00,0.00,FALSE,TRANA LONG,,,OP12196,,,,,,,
9/17/2014,16:08,JAWAD,OP1-4414,P1675,"ROCKFORD  2 WAY 6.5"" COAX",1.00,99.99,0.00,99.99,ON ACCOUNT,SALE,50.00,SPEAKER,,,36.19,0.00,0.00,FALSE,JEFF ABBOTT,,,OP12194,,,,,,,
9/17/2014,16:08,JAWAD,OP1-4414,SP1,LABOR SPEAKER,1.00,40.00,0.00,40.00,ON ACCOUNT,SALE,0.00,LABOR,,,36.19,0.00,0.00,FALSE,JEFF ABBOTT,,,OP12194,,,,,,,
9/17/2014,16:08,JAWAD,OP1-4414,CDP,LABOR CD PLAYER,1.00,45.00,0.00,45.00,ON ACCOUNT,SALE,0.00,LABOR,,,36.19,0.00,0.00,FALSE,JEFF ABBOTT,,,OP12194,,,,,,,
9/17/2014,16:08,JAWAD,OP1-4414,SP1,LABOR SPEAKER,1.00,40.00,0.00,40.00,ON ACCOUNT,SALE,0.00,LABOR,,,36.19,0.00,0.00,FALSE,JEFF ABBOTT,,,OP12194,,,,,,,
9/17/2014,16:08,JAWAD,OP1-4414,UNKNOWN ITEM,LCLAN01,1.00,59.99,0.00,59.99,ON ACCOUNT,SALE,0.00,,,,36.19,0.00,0.00,FALSE,JEFF ABBOTT,,,OP12194,,,,,,,
9/17/2014,16:08,JAWAD,OP1-4414,FHX700BT,PIONEER DD CD USB BLUETOOTH,1.00,149.99,0.00,149.99,ON ACCOUNT,SALE,114.00,CD,,,36.19,0.00,0.00,FALSE,JEFF ABBOTT,,,OP12194,,,,,,,
9/17/2014,16:08,JAWAD,OP1-4414,P1683,ROCKFORD 6X8 COAX,1.00,89.99,0.00,89.99,ON ACCOUNT,SALE,66.00,SPEAKER,,,36.19,0.00,0.00,FALSE,JEFF ABBOTT,,,OP12194,,,,,,,
9/17/2014,16:08,JAWAD,OP1-4414,BKGMK318,BEST KITS GM 06-UP DD,1.00,24.99,0.00,24.99,ON ACCOUNT,SALE,3.89,ACCESSORIES,,,36.19,0.00,0.00,FALSE,JEFF ABBOTT,,,OP12194,,,,,,,
9/17/2014,16:08,JAWAD,OP1-4414,BAA20,BEST KITS CHRYSLER ANTENNA ADA,1.00,14.99,0.00,14.99,ON ACCOUNT,SALE,3.78,INSTALL,,,36.19,0.00,0.00,FALSE,JEFF ABBOTT,,,OP12194,,,,,,,
9/17/2014,16:09,JAWAD,OP1-4415,GWH342,GM AI HARNESS,1.00,15.99,0.00,15.99,AMEX,SALE,1.40,INSTALL,,,1.32,0.00,0.00,FALSE,,,,,,,,,,,
9/17/2014,16:09,JAWAD,OP1-4415,CDP,LABOR CD PLAYER,1.00,55.00,0.00,55.00,AMEX,SALE,0.00,LABOR,,,1.32,0.00,0.00,FALSE,,,,,,,,,,,
9/17/2014,16:09,JAWAD,OP1-4415,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,AMEX,SALE,0.00,LABOR,,,1.32,0.00,0.00,FALSE,,,,,,,,,,,
9/17/2014,16:49,JAWAD,OP1-4416,CQ3422P,ANL DIST BLK,1.00,39.99,0.00,39.99,DEBIT CARD,SALE,10.00,INSTALL,,,7.89,0.00,0.00,FALSE,RASHAUN PHELLPS,,,OP12195,,,,,,,
9/17/2014,16:49,JAWAD,OP1-4416,ANL150S,ANL FUSE 150 AMP,2.00,9.99,0.00,19.98,DEBIT CARD,SALE,4.70,INSTALL,,,7.89,0.00,0.00,FALSE,RASHAUN PHELLPS,,,OP12195,,,,,,,
9/17/2014,16:49,JAWAD,OP1-4416,0GR,0 GUAGE RED,4.50,8.00,0.00,36.00,DEBIT CARD,SALE,0.00,INSTALL,,,7.89,0.00,0.00,FALSE,RASHAUN PHELLPS,,,OP12195,,,,,,,
9/17/2014,16:50,JAWAD,OP1-4417,RFTS1,0 GUAGE RING,2.00,7.99,0.00,15.98,DEBIT CARD,SALE,5.40,INSTALL,,,1.31,0.00,0.00,FALSE,,,,,,,,,,,
9/18/2014,16:08,JAWAD,OP1-4418,MS3,LABOR ONE HOUR,3.50,70.00,0.00,245.00,VISA,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,JEREMY WOOD,,,OP12197,,,,,,,
9/18/2014,16:08,JAWAD,OP1-4418,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,VISA,SALE,0.00,LABOR,,,0.00,0.00,0.00,FALSE,JEREMY WOOD,,,OP12197,,,,,,,
9/19/2014,14:51,JAWAD,OP1-4419,BHA2003,BEST HARNESS GM 00-UP,1.00,19.99,0.00,19.99,CASH,SALE,2.00,INSTALL,,,1.64,0.00,0.00,FALSE,,,,,,,,,,,
9/20/2014,12:26,JAWAD,OP1-4420,BAA20,BEST KITS CHRYSLER ANTENNA ADA,1.00,14.99,0.00,14.99,CASH,SALE,3.78,INSTALL,,,1.23,0.00,0.00,FALSE,QUINTIN TERRELL,,,OP12190,,,,,,,
9/20/2014,13:47,JAWAD,OP1-4421,DVD,LABOR DVD,1.00,75.00,0.00,75.00,DEBIT CARD,SALE,0.00,LABOR,,,48.28,0.00,0.00,FALSE,QUINTIN TERRELL,,,OP12190,,,,,,,
9/20/2014,13:47,JAWAD,OP1-4421,SPHDA210,PIONEER APP RADIO 3,1.00,439.99,0.00,439.99,DEBIT CARD,SALE,365.00,VIDEO,,,48.28,0.00,0.00,FALSE,QUINTIN TERRELL,,,OP12190,,,,,,,
9/20/2014,13:47,JAWAD,OP1-4421,ASWC,STEERING WEEL CONTR,1.00,79.99,0.00,79.99,DEBIT CARD,SALE,37.06,INSTALL,,,48.28,0.00,0.00,FALSE,QUINTIN TERRELL,,,OP12190,,,,,,,
9/20/2014,13:47,JAWAD,OP1-4421,MS3,LABOR ONE HOUR,1.00,35.00,0.00,35.00,DEBIT CARD,SALE,0.00,LABOR,,,48.28,0.00,0.00,FALSE,QUINTIN TERRELL,,,OP12190,,,,,,,
9/20/2014,13:47,JAWAD,OP1-4421,BAA20,BEST KITS CHRYSLER ANTENNA ADA,1.00,11.99,0.00,11.99,DEBIT CARD,SALE,3.78,INSTALL,,,48.28,0.00,0.00,FALSE,QUINTIN TERRELL,,,OP12190,,,,,,,
9/20/2014,13:47,JAWAD,OP1-4421,UNKNOWN ITEM,MHL ADAPTER,1.00,19.99,0.00,19.99,DEBIT CARD,SALE,0.00,,,,48.28,0.00,0.00,FALSE,QUINTIN TERRELL,,,OP12190,,,,,,,
9/20/2014,13:47,JAWAD,OP1-4421,BHA2105,BEST HARNESS GM 07-UP,1.00,14.99,0.00,14.99,DEBIT CARD,SALE,1.68,INSTALL,,,48.28,0.00,0.00,FALSE,QUINTIN TERRELL,,,OP12190,,,,,,,
9/20/2014,13:47,JAWAD,OP1-4421,BKGMK318,BEST KITS GM 06-UP DD,1.00,19.99,0.00,19.99,DEBIT CARD,SALE,3.89,ACCESSORIES,,,48.28,0.00,0.00,FALSE,QUINTIN TERRELL,,,OP12190,,,,,,,
9/22/2014,13:16,JAWAD,OP1-4422,KHC600B,KINETIC 600 HC BATTERY,1.00,99.99,0.00,99.99,CASH,SALE,39.99,CAP,,,8.22,0.00,0.00,FALSE,MACARIO GARCIA,,,OP12139,,,,,,,
9/22/2014,13:16,JAWAD,OP1-4422,CAP,LABOR CAP/BATTERY,1.00,35.00,0.00,35.00,CASH,SALE,0.00,LABOR,,,8.22,0.00,0.00,FALSE,MACARIO GARCIA,,,OP12139,,,,,,,
9/22/2014,13:16,JAWAD,OP1-4422,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,CASH,SALE,0.00,LABOR,,,8.22,0.00,0.00,FALSE,MACARIO GARCIA,,,OP12139,,,,,,,
9/22/2014,13:49,JAWAD,OP1-4423,ACR1,AUDIOCONTROL EPIC KNOB,1.00,49.99,0.00,49.99,CASH,SALE,20.00,EQX,,,4.11,0.00,0.00,FALSE,,,,,,,,,,,
9/22/2014,16:19,JAWAD,OP1-4424,UNKNOWN ITEM,ADS RENEWAL,1.00,70.00,0.00,70.00,ON ACCOUNT,SALE,0.00,,,,0.00,0.00,0.00,FALSE,JAMIE STEINERT,,,OP12015,,,,,,,
9/24/2014,10:06,JAWAD,OP1-4425,DEH150MP,PIONEER CD PLAYER AUX,1.00,69.99,0.00,69.99,MASTERCARD,SALE,56.00,CD,,,7.07,0.00,0.00,FALSE,HOLLIS SHIPLEY,,,OP12198,,,,,,,
9/24/2014,10:06,JAWAD,OP1-4425,GWH342,GM AI HARNESS,1.00,15.99,0.00,15.99,MASTERCARD,SALE,1.40,INSTALL,,,7.07,0.00,0.00,FALSE,HOLLIS SHIPLEY,,,OP12198,,,,,,,
9/24/2014,10:06,JAWAD,OP1-4425,CDP,LABOR CD PLAYER,1.00,45.00,0.00,45.00,MASTERCARD,SALE,0.00,LABOR,,,7.07,0.00,0.00,FALSE,HOLLIS SHIPLEY,,,OP12198,,,,,,,
9/24/2014,12:50,JAWAD,OP1-4426,BHA2003,BEST HARNESS GM 00-UP,1.00,19.99,0.00,19.99,DEBIT CARD,SALE,2.00,INSTALL,,,1.64,0.00,0.00,FALSE,,,,,,,,,,,
9/24/2014,12:53,MOHAMMAD,OP1-4427,993413,GEO PRZM,1.00,24.99,0.00,24.99,DEBIT CARD,SALE,6.00,INSTALL,,,2.06,0.00,0.00,FALSE,,,,,,,,,,,
9/24/2014,13:14,JAWAD,OP1-4428,,PAYMENT ON LAYAWAY #4428,1.00,40.00,0.00,40.00,CASH,LAYAWAY,0.00,,,,0.00,0.00,0.00,FALSE,,,,,,,,,,,
9/24/2014,14:00,JAWAD,OP1-4429,OS2CBOSE,GM ONSTAR BOSE INTERFACE,1.00,129.99,0.00,129.99,CASH,SALE,71.00,LABOR,,,13.32,0.00,0.00,FALSE,SARAH WEAVER,,,OP12200,,,,,,,
9/24/2014,14:00,JAWAD,OP1-4429,BKGMK420,BEST KIT GM UNIVERSAL 92-UP,1.00,19.99,0.00,19.99,CASH,SALE,4.65,INSTALL,,,13.32,0.00,0.00,FALSE,SARAH WEAVER,,,OP12200,,,,,,,
9/24/2014,14:00,JAWAD,OP1-4429,BAA4B,BEST ANTENNA ADAP GM,1.00,11.99,0.00,11.99,CASH,SALE,1.00,INSTALL,,,13.32,0.00,0.00,FALSE,SARAH WEAVER,,,OP12200,,,,,,,
9/24/2014,14:00,JAWAD,OP1-4429,CDP,LABOR CD PLAYER,1.00,45.00,0.00,45.00,CASH,SALE,0.00,LABOR,,,13.32,0.00,0.00,FALSE,SARAH WEAVER,,,OP12200,,,,,,,
9/24/2014,16:26,JAWAD,OP1-4430,GMD9601,PIONEER 1200 W RMS 1OHM,1.00,259.99,0.00,259.99,CASH,SALE,159.40,AMP,,,35.36,0.00,0.00,FALSE,ANTUAINE ROBINSON,,,OP12201,,,,,,,
9/24/2014,16:26,JAWAD,OP1-4430,KDCX498,KENWOOD EXCELON CD USB,1.00,129.99,0.00,129.99,CASH,SALE,94.00,CD,,,35.36,0.00,0.00,FALSE,ANTUAINE ROBINSON,,,OP12201,,,,,,,
9/24/2014,16:26,JAWAD,OP1-4430,SQVLANL,SOUND QUEST ANL FUSE HOLDER,1.00,19.99,0.00,19.99,CASH,SALE,3.03,INSTALL,,,35.36,0.00,0.00,FALSE,ANTUAINE ROBINSON,,,OP12201,,,,,,,
9/24/2014,16:26,JAWAD,OP1-4430,ANL150S,ANL FUSE 150 AMP,1.00,9.99,0.00,9.99,CASH,SALE,2.35,INSTALL,,,35.36,0.00,0.00,FALSE,ANTUAINE ROBINSON,,,OP12201,,,,,,,
9/24/2014,16:26,JAWAD,OP1-4430,AMP,LABOR AMP,2.00,70.00,0.00,140.00,CASH,SALE,0.00,LABOR,,,35.36,0.00,0.00,FALSE,ANTUAINE ROBINSON,,,OP12201,,,,,,,
9/24/2014,16:26,JAWAD,OP1-4430,CDP,LABOR CD PLAYER,1.00,45.00,0.00,45.00,CASH,SALE,0.00,LABOR,,,35.36,0.00,0.00,FALSE,ANTUAINE ROBINSON,,,OP12201,,,,,,,
9/24/2014,16:26,JAWAD,OP1-4430,SPRCA17,SOUNDQUEST  17FT RCA,1.00,9.99,0.00,9.99,CASH,SALE,3.22,ACCESSORIES,,,35.36,0.00,0.00,FALSE,ANTUAINE ROBINSON,,,OP12201,,,,,,,
9/25/2014,11:01,JAWAD,OP1-4431,BHA2003,BEST HARNESS GM 00-UP,1.00,18.49,0.00,18.49,CASH,SALE,2.00,INSTALL,,,1.52,0.00,0.00,FALSE,,,,,,,,,,,
9/25/2014,15:14,JAWAD,OP1-4432,P1675,"ROCKFORD  2 WAY 6.5"" COAX",2.00,89.99,0.00,179.98,CASH,SALE,100.00,SPEAKER,,,14.80,0.00,0.00,FALSE,NOOR JOWHARI,,,OP11876,,,,,,,
9/25/2014,15:14,JAWAD,OP1-4432,MAT,MATERIALS CHARGE,1.00,5.00,0.00,5.00,CASH,SALE,0.00,LABOR,,,14.80,0.00,0.00,FALSE,NOOR JOWHARI,,,OP11876,,,,,,,
9/25/2014,16:12,JAWAD,OP1-4433,R12001D,ROCKFORD FOSGATE 1200WATT D,1.00,329.99,0.00,329.99,CASH,SALE,269.99,AMP,,,32.90,0.00,0.00,FALSE,NICK KING,,,OP12202,,,,,,,
9/25/2014,16:12,JAWAD,OP1-4433,1201P,"12""SINGLE PORTED",1.00,69.99,0.00,69.99,CASH,SALE,30.00,BOXES,,,32.90,0.00,0.00,FALSE,NICK KING,,,OP12202,,,,,,,
9/25/2014,16:48,JAWAD,OP1-4434,UNKNOWN ITEM,BKTOYK958,1.00,34.99,0.00,34.99,CASH,SALE,0.00,,,,5.53,0.00,0.00,FALSE,STEVE EDENFIELD,,,OP12199,,,,,,,
9/25/2014,16:48,JAWAD,OP1-4434,CDP,LABOR CD PLAYER,1.00,55.00,0.00,55.00,CASH,SALE,0.00,LABOR,,,5.53,0.00,0.00,FALSE,STEVE EDENFIELD,,,OP12199,,,,,,,
9/25/2014,16:48,JAWAD,OP1-4434,BHA1761,TOYOTA HARNESS,1.00,15.99,0.00,15.99,CASH,SALE,1.00,INSTALL,,,5.53,0.00,0.00,FALSE,STEVE EDENFIELD,,,OP12199,,,,,,,
9/25/2014,16:48,JAWAD,OP1-4434,SPRCA17,SOUNDQUEST  17FT RCA,1.00,11.99,0.00,11.99,CASH,SALE,3.22,ACCESSORIES,,,5.53,0.00,0.00,FALSE,STEVE EDENFIELD,,,OP12199,,,,,,,
9/25/2014,16:48,JAWAD,OP1-4434,UNKNOWN ITEM,REMOTE WIRE,17.00,0.25,0.00,4.25,CASH,SALE,0.00,,,,5.53,0.00,0.00,FALSE,STEVE EDENFIELD,,,OP12199,,,,,,,
9/26/2014,11:43,MOHAMMAD,OP1-4435,BHA2003,BEST HARNESS GM 00-UP,1.00,18.49,0.00,-18.49,DEBIT CARD,RETURN,-2.00,INSTALL,,,3.41,0.00,0.00,FALSE,,,,,,,,,,,
9/26/2014,11:43,MOHAMMAD,OP1-4435,LCGM24,PAC GM RADIO INTERFACE,1.00,59.99,0.00,59.99,DEBIT CARD,SALE,26.78,INSTALL,,,3.41,0.00,0.00,FALSE,,,,,,,,,,,
9/26/2014,14:28,JAWAD,OP1-4436,1305,PYRAMID UNIVERSAL ANTENNA,1.00,19.99,0.00,19.99,DEBIT CARD,SALE,3.99,AMP,,,1.64,0.00,0.00,FALSE,,,,,,,,,,,
9/26/2014,14:28,JAWAD,OP1-4436,UNKNOWN ITEM,INSTALL,1.00,20.00,0.00,20.00,DEBIT CARD,SALE,0.00,,,,1.64,0.00,0.00,FALSE,,,,,,,,,,,
9/27/2014,11:16,MOHAMMAD,OP1-4437,GMD8601,PIONEER 800W RMS,1.00,175.99,0.00,175.99,DEBIT CARD,SALE,113.80,AMP,,,14.48,0.00,0.00,FALSE,SAM DAVIS,,,OP11168,,,,,,,
9/27/2014,11:27,MOHAMMAD,OP1-4438,DEHX6600BT,PIONEER CD USB BLUETOOTH,1.00,124.99,0.00,124.99,DEBIT CARD,SALE,101.40,CD,,,10.28,0.00,0.00,FALSE,,,,,,,,,,,
9/27/2014,11:51,JAWAD,OP1-4439,708405,HARNES GM /SUZUKI,1.00,14.99,0.00,14.99,CASH,SALE,7.00,INSTALL,,,1.23,0.00,0.00,FALSE,CORDELL LEE,,,OP12203,,,,,,,
9/27/2014,11:51,JAWAD,OP1-4439,CDP,LABOR CD PLAYER,1.00,38.78,0.00,38.78,CASH,SALE,0.00,LABOR,,,1.23,0.00,0.00,FALSE,CORDELL LEE,,,OP12203,,,,,,,
9/27/2014,12:46,JAWAD,OP1-4440,1202P,"12""DAUL PORTED",1.00,91.99,0.00,91.99,CASH,SALE,35.00,BOXES,,,7.57,0.00,0.00,FALSE,,,,,,,,,,,
9/27/2014,13:35,JAWAD,OP1-4441,KHC800,KINETIK,1.00,159.99,0.00,159.99,CASH,SALE,100.00,CAP,,,83.89,0.00,0.00,FALSE,BRAD MOLLUS,,,OP11944,,,,,,,
9/27/2014,13:35,JAWAD,OP1-4441,1202P,"12""DAUL PORTED",1.00,69.99,0.00,69.99,CASH,SALE,35.00,BOXES,,,83.89,0.00,0.00,FALSE,BRAD MOLLUS,,,OP11944,,,,,,,
9/27/2014,13:35,JAWAD,OP1-4441,P1000X1BD,ROCKFORD FOSGATE PUNCH 1000W,1.00,429.99,0.00,429.99,CASH,SALE,359.99,AMP,,,83.89,0.00,0.00,FALSE,BRAD MOLLUS,,,OP11944,,,,,,,
